id,pdbid,NAKBnaList,NAKBprotList,NAKBligList
8ABZ,8ABZ,,"enzyme,polymerase,transferase",
8AC1,8AC1,,"enzyme,polymerase,transferase",
8AC8,8AC8,,"DNA replication/repair,regulatory",
8ACB,8ACB,,"structural,virus",
8ACC,8ACC,,"structural,virus",
8AMD,8AMD,,"DNA replication/repair,regulatory",
8AMF,8AMF,,"DNA replication/repair,regulatory",
8AMG,8AMG,"A-form double helix,double helix,structure",,
8AMI,8AMI,"A-form double helix,double helix,structure",,
8AMJ,8AMJ,"A-form double helix,double helix,structure",,
8AMK,8AMK,"A-form double helix,double helix,structure",,
8AML,8AML,"A-form double helix,double helix,structure",,
8AMM,8AMM,"A-form double helix,double helix,structure",,
8AMN,8AMN,"A-form double helix,double helix,structure",,
8ANE,8ANE,,"CRISPR-Cas,regulatory",
8AP1,8AP1,,"enzyme,methylase,polymerase,transferase",
8AS6,8AS6,,"enzyme,polymerase,transferase",
8AS7,8AS7,,"enzyme,polymerase,transferase",
8ASB,8ASB,,"enzyme,polymerase,transferase",
8ASC,8ASC,,"DNA replication/repair,enzyme,helicase,hydrolase,regulatory",
8ASD,8ASD,,"enzyme,polymerase,transferase",
8ASG,8ASG,,"enzyme,polymerase,transferase",
8ASK,8ASK,"B-form double helix,double helix,structure",,
8ASM,8ASM,"quadruplex,structure",,
8ASO,8ASO,"quadruplex,structure",,
8ATT,8ATT,,"enzyme,methylase,polymerase,transferase",
8ATV,8ATV,,"enzyme,methylase,polymerase,transferase",
8ATW,8ATW,,"enzyme,methylase,polymerase,transferase",
8AV6,8AV6,,"chromatin,enzyme,helicase,hydrolase,nucleosome,structural",
8AXA,8AXA,,"CRISPR-Cas,regulatory",
8AXB,8AXB,,"CRISPR-Cas,regulatory",
8AXF,8AXF,,"structural,virus",
8AYG,8AYG,"I-motif,parallel helix,structure",,
8B1T,8B1T,,"enzyme,hydrolase,nuclease,regulatory",
8B1U,8B1U,,"enzyme,hydrolase,nuclease,regulatory",
8B3D,8B3D,,"DNA replication/repair,enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8B3F,8B3F,,"DNA replication/repair,enzyme,hydrolase,polymerase,regulatory,transcription,transferase",
8B4H,8B4H,,"enzyme,recombinase",
8B9A,8B9A,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8B9B,8B9B,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8B9C,8B9C,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8B9D,8B9D,,"DNA replication/repair,cell cycle,chromatin,enzyme,helicase,hydrolase,polymerase,regulatory,structural,transferase",
8B9G,8B9G,,"enzyme,helicase,hydrolase",
8B9I,8B9I,,"enzyme,helicase,hydrolase",
8B9N,8B9N,,"enzyme,hydrolase,nuclease",
8BAE,8BAE,"quadruplex,structure",,
8BAF,8BAF,"quadruplex,structure",,
8BAG,8BAG,"quadruplex,structure",,
8BAR,8BAR,,"enzyme,regulatory,toxin/antitoxin,transferase",
8BAS,8BAS,,"enzyme,regulatory,toxin/antitoxin,transferase",
8BD4,8BD4,,"CRISPR-Cas,regulatory",
8BD5,8BD5,,"CRISPR-Cas,regulatory,ribonucleoprotein,ribosome,structural",
8BD6,8BD6,,"CRISPR-Cas,regulatory",
8BDR,8BDR,,"enzyme,hydrolase,nuclease,polymerase,regulatory,transcription,transferase",
8BE0,8BE0,,"enzyme,hydrolase,nuclease,polymerase,regulatory,transcription,transferase",
8BEK,8BEK,,"enzyme,polymerase,regulatory,transcription,transferase",
8BF5,8BF5,,"enzyme,hydrolase,nuclease,polymerase,regulatory,transcription,transferase",
8BF8,8BF8,,"enzyme,hydrolase,nuclease",
8BH3,8BH3,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8BH8,8BH8,,"ribonucleoprotein,structural",
8BH9,8BH9,,"ribonucleoprotein,structural",
8BHV,8BHV,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8BHY,8BHY,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8BM6,8BM6,"A-C mispair,A-G mispair,double helix,feature,mispair,structure",,
8BM7,8BM7,"A-C mispair,A-G mispair,double helix,feature,mispair,structure",,
8BMW,8BMW,,"CRISPR-Cas,regulatory",
8BOT,8BOT,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8BQ2,8BQ2,,"DNA replication/repair,regulatory",
8BQY,8BQY,"I-motif,parallel helix,structure",,
8BR2,8BR2,,"DNA replication/repair,regulatory",
8BTG,8BTG,,"DNA replication/repair,regulatory",
8BTZ,8BTZ,"designed assembly,structure",,
8BU8,8BU8,"designed assembly,structure",,
8BV6,8BV6,"I-motif,parallel helix,quadruplex,structure",,
8BVH,8BVH,,"DNA replication/repair,enzyme,hydrolase,regulatory,translation",
8BVJ,8BVJ,,"DNA replication/repair,enzyme,hydrolase,regulatory,translation",
8BVM,8BVM,,"DNA replication/repair,enzyme,hydrolase,regulatory,translation",
8BVW,8BVW,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,chromatin,enzyme,helicase,hydrolase,kinase,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8BW5,8BW5,,"enzyme,hydrolase,protease",
8BWS,8BWS,,"enzyme,polymerase,transferase",
8BWT,8BWT,"A-form double helix,double helix,structure",,
8BYX,8BYX,,"DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
8BZ1,8BZ1,,"&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,chromatin,enzyme,helicase,hydrolase,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8BZU,8BZU,"function,quadruplex,structure,telomeric DNA",,
8C4H,8C4H,,"structural,virus",
8C4T,8C4T,,"enzyme,polymerase,transferase",
8C4U,8C4U,,"enzyme,polymerase,transferase",
8C4V,8C4V,,"enzyme,polymerase,transferase",
8C5S,8C5S,,"enzyme,methylase,polymerase,transferase",
8C5U,8C5U,,"enzyme,methylase,polymerase,transferase",
8C62,8C62,"B-form double helix,double helix,structure",,
8C7A,8C7A,"quadruplex,structure",,
8C7B,8C7B,"quadruplex,structure",,
8C84,8C84,,"DNA-binding transcription factor (TF),MADS box,other &alpha;-helix,regulatory,transcription",
8CBJ,8CBJ,,"regulatory,translation",
8CBW,8CBW,,"structural,virus",
8CE2,8CE2,"B-form double helix,DNA dodecamer,double helix,feature,structure",,
8CEO,8CEO,,"&beta;-sheet,DNA replication/repair,DNA-binding transcription factor (TF),TATA binding protein,chromatin,enzyme,helicase,hydrolase,nucleosome,polymerase,regulatory,structural,transcription,transferase",
8CF2,8CF2,"double helix,structure",,
8CLJ,8CLJ,,"regulatory,transcription",
8CLM,8CLM,"A-form double helix,double helix,structure",,
8CLR,8CLR,"A-form double helix,double helix,structure",,
8CMM,8CMM,"DNA dodecamer,feature,structure",,
8COO,8COO,,"post-transcriptional,regulatory",
8CRO,8CRO,,"enzyme,polymerase,transferase",
8CRY,8CRY,"A-form double helix,double helix,structure",,
8CRZ,8CRZ,"A-form double helix,double helix,structure",,
8CS1,8CS1,"designed assembly,structure",,
8CS2,8CS2,"designed assembly,structure",,
8CS3,8CS3,"designed assembly,structure",,
8CS4,8CS4,"designed assembly,structure",,
8CS5,8CS5,"designed assembly,structure",,
8CS6,8CS6,"designed assembly,structure",,
8CS7,8CS7,"designed assembly,structure",,
8CS8,8CS8,"designed assembly,structure",,
8CSZ,8CSZ,,"CRISPR-Cas,regulatory",
8CTL,8CTL,,"CRISPR-Cas,regulatory",
8CTZ,8CTZ,,"enzyme,hydrolase,nuclease",
8CU0,8CU0,,"enzyme,hydrolase,nuclease",
8CX0,8CX0,,"enzyme,hydrolase,regulatory,structural,transcription,virus",
8CX1,8CX1,,"enzyme,hydrolase,regulatory,structural,transcription,virus",
8CX2,8CX2,,"enzyme,hydrolase,regulatory,structural,transcription,virus",
8CXF,8CXF,"I-motif,parallel helix,structure",,
8CXS,8CXS,,"enzyme,methylase,transferase",
8CXT,8CXT,,"enzyme,methylase,transferase",
8CXU,8CXU,,"enzyme,methylase,transferase",
8CXV,8CXV,,"enzyme,methylase,transferase",
8CXW,8CXW,,"enzyme,methylase,transferase",
8CXX,8CXX,,"enzyme,methylase,transferase",
8CXY,8CXY,,"enzyme,methylase,transferase",
8CXZ,8CXZ,,"enzyme,methylase,transferase",
8CY0,8CY0,,"enzyme,methylase,transferase",
8CY1,8CY1,,"enzyme,methylase,transferase",
8CY2,8CY2,,"enzyme,methylase,transferase",
8CY3,8CY3,,"enzyme,methylase,transferase",
8CY4,8CY4,,"enzyme,methylase,transferase",
8CY5,8CY5,,"enzyme,methylase,transferase",
8CYM,8CYM,"designed assembly,structure",,
8CYN,8CYN,"designed assembly,structure",,
8CZQ,8CZQ,,"enzyme,isomerase",
8D0B,8D0B,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8D0K,8D0K,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8D1V,8D1V,,"CRISPR-Cas,regulatory",
8D28,8D28,"aptamer,function",,
8D29,8D29,,"antibody,immune system,regulatory",
8D2A,8D2A,"aptamer,function",,
8D2B,8D2B,"aptamer,function",,
8D2K,8D2K,,"enzyme,hydrolase,nuclease",
8D2L,8D2L,,"enzyme,hydrolase,nuclease",
8D2M,8D2M,,"enzyme,hydrolase,protease",
8D2N,8D2N,,"enzyme,hydrolase,nuclease",
8D2O,8D2O,,"enzyme,hydrolase,nuclease",
8D2P,8D2P,,"enzyme,hydrolase,nuclease",
8D2Q,8D2Q,,"enzyme,hydrolase,nuclease",
8D31,8D31,"designed assembly,structure",,
8D3L,8D3L,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8D3M,8D3M,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8D3P,8D3P,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8D3Q,8D3Q,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8D3R,8D3R,,"enzyme,polymerase,transferase",
8D42,8D42,,"enzyme,polymerase,transferase",
8D49,8D49,,"CRISPR-Cas,regulatory",
8D4A,8D4A,,"CRISPR-Cas,regulatory",
8D4B,8D4B,,"CRISPR-Cas,regulatory",
8D5L,8D5L,"aptamer,function",,
8D5O,8D5O,"aptamer,function",,
8D6J,8D6J,,"enzyme,gene silencing,hydrolase,nuclease,regulatory",
8D71,8D71,,"enzyme,gene silencing,hydrolase,nuclease,regulatory",
8D8N,8D8N,,"CRISPR-Cas,regulatory",
8D93,8D93,"designed assembly,structure",,
8D94,8D94,,"enzyme,hydrolase,nuclease",
8D96,8D96,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8D97,8D97,,"CRISPR-Cas,regulatory",
8D9D,8D9D,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8D9E,8D9E,,"CRISPR-Cas,regulatory",
8D9F,8D9F,,"CRISPR-Cas,regulatory",
8D9G,8D9G,,"CRISPR-Cas,regulatory",
8D9H,8D9H,,"CRISPR-Cas,regulatory",
8D9I,8D9I,,"CRISPR-Cas,regulatory",
8D9J,8D9J,,"enzyme,hydrolase,nuclease",
8DAG,8DAG,"designed assembly,structure",,
8DAH,8DAH,"designed assembly,structure",,
8DAP,8DAP,"designed assembly,structure",,
8DC2,8DC2,,"CRISPR-Cas,regulatory",
8DCJ,8DCJ,"designed assembly,structure",,
8DEJ,8DEJ,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8DEX,8DEX,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8DF7,8DF7,,"enzyme,isomerase",
8DF8,8DF8,,"enzyme,isomerase",
8DF9,8DF9,,"enzyme,isomerase",
8DFA,8DFA,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8DFB,8DFB,,"enzyme,isomerase",
8DFO,8DFO,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8DFS,8DFS,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8DFV,8DFV,,"enzyme,gene silencing,hydrolase,nuclease,regulatory",
8DG7,8DG7,,"enzyme,gene silencing,hydrolase,nuclease,regulatory",
8DH0,8DH0,,"enzyme,polymerase,transferase",
8DH3,8DH3,,"enzyme,polymerase,transferase",
8DH4,8DH4,,"enzyme,polymerase,transferase",
8DH5,8DH5,,"enzyme,polymerase,transferase",
8DHC,8DHC,"I-motif,parallel helix,structure",,
8DK7,8DK7,,"antibody,immune system,regulatory",
8DMB,8DMB,,"CRISPR-Cas,regulatory",
8DO6,8DO6,,"CRISPR-Cas,regulatory",
8DP3,8DP3,,"antibody,immune system,regulatory",
8DQ1,8DQ1,,"enzyme,hydrolase,regulatory,transcription",
8DQW,8DQW,,"DNA replication/repair,regulatory",
8DQX,8DQX,,"DNA replication/repair,regulatory",
8DQZ,8DQZ,,"DNA replication/repair,regulatory",
8DR0,8DR0,,"DNA replication/repair,regulatory",
8DR1,8DR1,,"DNA replication/repair,regulatory",
8DR3,8DR3,,"DNA replication/repair,regulatory",
8DR4,8DR4,,"DNA replication/repair,regulatory",
8DR5,8DR5,,"DNA replication/repair,regulatory",
8DR6,8DR6,,"DNA replication/repair,regulatory",
8DR7,8DR7,,"DNA replication/repair,regulatory",
8DRH,8DRH,"A-form double helix,double helix,structure",,
8DTP,8DTP,,"DNA replication/repair,regulatory",
8DUE,8DUE,,"DNA replication/repair,regulatory",
8DUT,8DUT,"quadruplex,structure",,
8DVF,8DVF,,"DNA replication/repair,regulatory",
8DVI,8DVI,,"DNA replication/repair,regulatory",
8DVP,8DVP,,"enzyme,hydrolase",
8DW6,8DW6,,"DNA replication/repair,regulatory",
8DX1,8DX1,"designed assembly,structure",,
8DX5,8DX5,"designed assembly,structure",,
8DX6,8DX6,"designed assembly,structure",,
8DX7,8DX7,"designed assembly,structure",,
8DX9,8DX9,"designed assembly,structure",,
8DXA,8DXA,"designed assembly,structure",,
8DXC,8DXC,"designed assembly,structure",,
8DXD,8DXD,"designed assembly,structure",,
8DXF,8DXF,"designed assembly,structure",,
8DXV,8DXV,"designed assembly,structure",,
8DXW,8DXW,"designed assembly,structure",,
8DXX,8DXX,"designed assembly,structure",,
8DXY,8DXY,"designed assembly,structure",,
8DXZ,8DXZ,"designed assembly,structure",,
8DY7,8DY7,,"cell cycle,enzyme,polymerase,regulatory,transcription,transferase",
8DY9,8DY9,,"cell cycle,enzyme,polymerase,regulatory,transcription,transferase",
8DYK,8DYK,"C-C mispair,feature,mispair,parallel helix,structure",,
8DZJ,8DZJ,,"CRISPR-Cas,regulatory",
8DZK,8DZK,,"enzyme,hydrolase,nuclease",
8E14,8E14,,"enzyme,recombinase",
8E28,8E28,,"enzyme,hydrolase,nuclease",
8E2A,8E2A,,"enzyme,hydrolase,nuclease",
8E2L,8E2L,,"enzyme,helicase,hydrolase",
8E2P,8E2P,,"enzyme,hydrolase",
8E2Q,8E2Q,,"enzyme,hydrolase",
8E3F,8E3F,,"enzyme,polymerase,regulatory,transcription,transferase",
8E3H,8E3H,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8E3I,8E3I,,"post-transcriptional,regulatory,splicing",
8E40,8E40,,"enzyme,hydrolase,regulatory,structural,transcription,virus",
8E4D,8E4D,"designed assembly,structure",,
8E4E,8E4E,"designed assembly,structure",,
8E5K,8E5K,,"enzyme,polymerase,regulatory,transcription,transferase",
8E5L,8E5L,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8E5O,8E5O,,"enzyme,polymerase,regulatory,transcription,transferase",
8E5P,8E5P,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8E6W,8E6W,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8E6X,8E6X,,"enzyme,polymerase,regulatory,transcription,transferase",
8E6Z,8E6Z,,"enzyme,polymerase,regulatory,transcription,transferase",
8E70,8E70,,"RNA-binding transcription factor,enzyme,helicase,hydrolase,regulatory,transcription",
8E74,8E74,,"enzyme,polymerase,regulatory,transcription,transferase",
8E79,8E79,,"enzyme,polymerase,regulatory,transcription,transferase",
8E82,8E82,,"enzyme,polymerase,regulatory,transcription,transferase",
8E8M,8E8M,,"enzyme,polymerase,transferase",
8E95,8E95,,"enzyme,polymerase,transferase",
8EA3,8EA3,,"CRISPR-Cas,enzyme,recombinase,regulatory,ribonucleoprotein,ribosome,structural",
8EA4,8EA4,,"CRISPR-Cas,enzyme,recombinase,regulatory,ribonucleoprotein,ribosome,structural",
8EAE,8EAE,,"enzyme,transferase",
8EAF,8EAF,,"enzyme,helicase,hydrolase",
8EAG,8EAG,,"enzyme,helicase,hydrolase",
8EAH,8EAH,,"enzyme,helicase,hydrolase",
8EAI,8EAI,,"enzyme,helicase,hydrolase",
8EAJ,8EAJ,,"enzyme,helicase,hydrolase",
8EAK,8EAK,,"enzyme,helicase,hydrolase",
8EAL,8EAL,,"enzyme,helicase,hydrolase",
8EAM,8EAM,,"enzyme,helicase,hydrolase",
8EBS,8EBS,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,regulatory,transcription",
8EBT,8EBT,,"DNA replication/repair,enzyme,helicase,hydrolase,regulatory,transcription",
8EBV,8EBV,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,regulatory,transcription",
8EBW,8EBW,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,regulatory,transcription",
8EBX,8EBX,,"DNA replication/repair,cell cycle,enzyme,helicase,hydrolase,regulatory,transcription",
8ECC,8ECC,,"enzyme,transferase",
8EDG,8EDG,,"enzyme,recombinase",
8EDJ,8EDJ,,"enzyme,hydrolase",
8EEX,8EEX,,"CRISPR-Cas,regulatory",
8EEY,8EEY,,"CRISPR-Cas,regulatory",
8EFV,8EFV,,"enzyme,helicase,hydrolase",
8EFY,8EFY,,"enzyme,helicase,hydrolase",
8EG4,8EG4,"designed assembly,structure",,
8EG7,8EG7,,"enzyme,polymerase,transferase",
8EG8,8EG8,,"enzyme,polymerase,transferase",
8EGB,8EGB,,"enzyme,polymerase,transferase",
8EH8,8EH8,,"enzyme,polymerase,transferase",
8EH9,8EH9,,"enzyme,polymerase,transferase",
8EHA,8EHA,,"enzyme,polymerase,transferase",
8EHF,8EHF,,"enzyme,polymerase,transferase",
8EHI,8EHI,,"enzyme,polymerase,transferase",
8EHQ,8EHQ,,"enzyme,polymerase,regulatory,transcription,transferase",
8EJ3,8EJ3,,"enzyme,polymerase,regulatory,transcription,transferase",
8ENK,8ENK,,"enzyme,helicase,hydrolase",
8EOE,8EOE,,"enzyme,polymerase,regulatory,transcription,transferase",
8EOF,8EOF,,"enzyme,polymerase,regulatory,transcription,transferase",
8EOS,8EOS,,"enzyme,polymerase,regulatory,transcription,transferase",
8EOT,8EOT,,"enzyme,polymerase,regulatory,transcription,transferase",
8EP8,8EP8,"designed assembly,structure",,
8EPB,8EPB,"designed assembly,structure",,
8EPD,8EPD,"designed assembly,structure",,
8EPE,8EPE,"designed assembly,structure",,
8EPF,8EPF,"designed assembly,structure",,
8EPG,8EPG,"designed assembly,structure",,
8EPI,8EPI,"designed assembly,structure",,
8EPX,8EPX,,"enzyme,hydrolase,nuclease",
8ER8,8ER8,,"structural,virus",
8EWG,8EWG,,"CRISPR-Cas,regulatory",
8EX9,8EX9,,"enzyme,hydrolase,nuclease",
8EXA,8EXA,,"enzyme,hydrolase,nuclease",
8EXY,8EXY,,"enzyme,polymerase,regulatory,transcription,transferase",
8EY6,8EY6,,"post-transcriptional,regulatory",
8EY7,8EY7,,"post-transcriptional,regulatory",
8EY8,8EY8,,"post-transcriptional,regulatory",
8EYT,8EYT,,"enzyme,methylase,ribonucleoprotein,ribosome,structural,transferase",
8EYW,8EYW,"aptamer,fluorescing aptamer,function",,
8EZA,8EZA,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8EZB,8EZB,,"DNA replication/repair,enzyme,helicase,hydrolase,kinase,ligase,regulatory,transferase",
8F1I,8F1I,,"enzyme,polymerase,regulatory,transcription,transferase",
8F1J,8F1J,,"enzyme,polymerase,regulatory,transcription,transferase",
8F1K,8F1K,,"enzyme,polymerase,regulatory,transcription,transferase",
8F20,8F20,"B-form double helix,DNA dodecamer,double helix,feature,structure",,
8F24,8F24,"double helix,structure",,
8F2W,8F2W,"B-form double helix,DNA dodecamer,double helix,feature,structure",,
8F2Y,8F2Y,"B-form double helix,double helix,structure",,
8F3C,8F3C,,"enzyme,polymerase,transferase",
8F40,8F40,"designed assembly,structure",,
8F4O,8F4O,"enzyme cofactor riboswitch,function,riboswitch",,
8F5C,8F5C,"double helix,structure",,
8F6B,8F6B,,"enzyme,polymerase,transferase",
8F94,8F94,"B-form double helix,double helix,structure",,
8FAK,8FAK,,"DNA replication/repair,enzyme,helicase,hydrolase,regulatory",
8FB3,8FB3,"function,purine-compound riboswitch,riboswitch",,
8FCJ,8FCJ,,"CRISPR-Cas,regulatory",
8FCS,8FCS,"A-form double helix,double helix,structure",,
8FCU,8FCU,,"CRISPR-Cas,regulatory",
8FCV,8FCV,,"CRISPR-Cas,regulatory",
8FD2,8FD2,,"CRISPR-Cas,regulatory",
8FD3,8FD3,,"CRISPR-Cas,regulatory",
8FDP,8FDP,"B-form double helix,DNA dodecamer,double helix,feature,structure",,
8FEO,8FEO,"A-form double helix,double helix,structure",,
8FEP,8FEP,"A-form double helix,double helix,structure",,
8FEQ,8FEQ,"A-form double helix,double helix,structure",,
8FER,8FER,"A-form double helix,double helix,structure",,
8FF4,8FF4,,"CRISPR-Cas,regulatory",
8FF5,8FF5,,"CRISPR-Cas,regulatory",
8FFI,8FFI,,"gene silencing,regulatory",
8FFR,8FFR,,"structural,virus",
8FFY,8FFY,,"enzyme,ligase,synthetase",
8FIX,8FIX,,"enzyme,polymerase,transferase",
8FIY,8FIY,,"enzyme,polymerase,transferase",
8FJK,8FJK,,"enzyme,polymerase,structural,transferase,virus",
8FJL,8FJL,,"enzyme,polymerase,structural,transferase,virus",
8FLJ,8FLJ,,"&beta;-sheet,DNA-binding transcription factor (TF),IHF-like,regulatory,transcription",
8FN6,8FN6,,"post-transcriptional,regulatory",
8FN7,8FN7,,"enzyme,recombinase",
8FNC,8FNC,,"post-transcriptional,regulatory",
8FND,8FND,,"enzyme,recombinase",
8FNF,8FNF,,"post-transcriptional,regulatory",
8FNG,8FNG,,"enzyme,recombinase",
8FNH,8FNH,,"enzyme,recombinase",
8FNI,8FNI,,"post-transcriptional,regulatory",
8FNJ,8FNJ,,"enzyme,recombinase",
8FNK,8FNK,,"post-transcriptional,regulatory",
8FNL,8FNL,,"enzyme,recombinase",
8FNM,8FNM,,"enzyme,recombinase",
8FNN,8FNN,,"enzyme,recombinase",
8FNO,8FNO,,"enzyme,recombinase",
8FNP,8FNP,,"enzyme,recombinase",
8FNQ,8FNQ,,"enzyme,recombinase",
8FOH,8FOH,,"enzyme,polymerase,transferase",
8FOK,8FOK,,"enzyme,polymerase,transferase",
8FS1,8FS1,,"enzyme,methylase,transferase",
8FS2,8FS2,,"enzyme,methylase,transferase",
8FS3,8FS3,,"DNA replication/repair,regulatory",
8FS4,8FS4,,"DNA replication/repair,regulatory",
8FS5,8FS5,,"DNA replication/repair,regulatory",
8FS6,8FS6,,"DNA replication/repair,regulatory",
8FS7,8FS7,,"DNA replication/repair,regulatory",
8FS8,8FS8,,"DNA replication/repair,regulatory",
8FTD,8FTD,,"enzyme,polymerase,regulatory,transcription,transferase",
8FTI,8FTI,,"CRISPR-Cas,regulatory",
8FTM,8FTM,,"DNA replication/repair,regulatory",
8FUK,8FUK,,"CRISPR-Cas,regulatory",
8FVR,8FVR,,"enzyme,polymerase,transferase",
8FVW,8FVW,,"enzyme,polymerase,transferase",
8FW4,8FW4,"enzyme cofactor riboswitch,function,riboswitch",,
8FW7,8FW7,,"DNA-binding transcription factor (TF),chromatin,nucleosome,regulatory,structural,transcription",
8FY9,8FY9,,"CRISPR-Cas,regulatory",
8FYA,8FYA,,"CRISPR-Cas,regulatory",
8FYB,8FYB,,"CRISPR-Cas,regulatory",
8FYC,8FYC,,"CRISPR-Cas,regulatory",
8FYD,8FYD,,"CRISPR-Cas,regulatory",
8FYH,8FYH,,"chromatin,enzyme,methylase,nucleosome,structural,transferase",
8FZA,8FZA,"quadruplex,structure",,
8FZR,8FZR,,"enzyme,transferase",
8FZT,8FZT,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8G00,8G00,,"enzyme,polymerase,transferase",
8G0Z,8G0Z,,"DNA replication/repair,regulatory",
8G10,8G10,,"enzyme,transferase",
8G1I,8G1I,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8G1J,8G1J,,"enzyme,transferase",
8G1S,8G1S,,"enzyme,polymerase,transferase",
8G23,8G23,,"enzyme,transferase",
8G2N,8G2N,"quadruplex,structure",,
8G2P,8G2P,,"enzyme,transferase",
8G2Q,8G2Q,,"enzyme,transferase",
8G2W,8G2W,,"enzyme,polymerase,transferase",
8G4G,8G4G,"designed assembly,structure",,
8G4W,8G4W,,"enzyme,polymerase,transferase",
8G5P,8G5P,,"enzyme,polymerase,transferase",
8G6R,8G6R,,"enzyme,polymerase,transferase",
8G7E,8G7E,,"enzyme,polymerase,transferase",
8G8Z,8G8Z,,"enzyme,polymerase,transferase",
8G90,8G90,,"post-transcriptional,regulatory",
8G91,8G91,,"post-transcriptional,regulatory",
8G9L,8G9L,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8G9O,8G9O,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8G9S,8G9S,,"CRISPR-Cas,regulatory",
8G9T,8G9T,,"CRISPR-Cas,regulatory",
8G9U,8G9U,,"CRISPR-Cas,regulatory",
8GAF,8GAF,,"CRISPR-Cas,regulatory",
8GAM,8GAM,,"CRISPR-Cas,regulatory",
8GAN,8GAN,,"CRISPR-Cas,regulatory",
8GAO,8GAO,,"DNA replication/repair,regulatory",
8GAP,8GAP,,"chromatin,enzyme,polymerase,structural,telomere,transferase",
8GBF,8GBF,,"enzyme,polymerase,transferase",
8GBJ,8GBJ,,"DNA replication/repair,regulatory",
8GH5,8GH5,"designed assembly,structure",,
8GH6,8GH6,,"enzyme,polymerase,transferase",
8GIM,8GIM,,"enzyme,transferase",
8GIN,8GIN,,"enzyme,transferase",
8GIO,8GIO,,"enzyme,transferase",
8GIP,8GIP,,"enzyme,transferase",
8GIR,8GIR,,"enzyme,transferase",
8GIS,8GIS,,"enzyme,transferase",
8GIT,8GIT,,"enzyme,transferase",
8GJ0,8GJ0,,"enzyme,polymerase,transferase",
8GJ1,8GJ1,,"enzyme,polymerase,transferase",
8GJ2,8GJ2,,"enzyme,polymerase,transferase",
8GJ3,8GJ3,,"enzyme,polymerase,transferase",
8GKH,8GKH,,"CRISPR-Cas,enzyme,hydrolase,nuclease,regulatory",
8GLX,8GLX,,"enzyme,recombinase",
8GME,8GME,,"enzyme,helicase,hydrolase",
8GMS,8GMS,,"DNA replication/repair,enzyme,hydrolase,protease,regulatory,transcription",
8GMT,8GMT,,"DNA replication/repair,enzyme,polymerase,regulatory,transferase",
8GMU,8GMU,,"DNA replication/repair,regulatory,transcription",
8GNA,8GNA,,"CRISPR-Cas,regulatory",
8GS2,8GS2,,"CRISPR-Cas,regulatory",
8GU6,8GU6,,"CRISPR-Cas,regulatory",
8GWB,8GWB,,"enzyme,polymerase,transferase",
8GWE,8GWE,,"enzyme,polymerase,transferase",
